;populacao_6
"CU";"55,6"
"CW";"225,6"
"DM";"68,1"
"DO";"48,9"
"GD";"225,5"
"GP";"124,3"
"HT";"116,9"
"JM";"129,5"
"MQ";"209,4"
"MS";"135,2"
"PR";"250,1"
"KN";"177,1"
"LC";"135,7"
"VC";"171,8"
"SX";"44,1"
"TT";"125,9"
"TC";"5,3"
"VI";"76,6"
"BZ";"3,0"
"CR";"18,8"
"SV";"106,2"
"GT";"29,1"
"HN";"13,8"
"MX";"14,4"
"NI";"10,8"
"PA";"11,6"
"AR";"6,3"
"BO";"2,9"
"BR";"6,5"
"CL";"8,3"
"CO";"11,1"
"EC";"14,0"
"FK";"0,2"
"GF";"0,3"
"GY";"2,1"
"PY";"3,7"
"PE";"6,0"
"SR";"1,4"
"UY";"12,8"
"VE";"6,2"
"BM";"745,2"
"CA";"1,5"
"GL";"0,1"
"PM";"19,9"
"US";"17,4"
"AU";"1,1"
"NZ";"7,3"
"FJ";"15,8"
"NC";"3,6"
"PG";"3,7"
"SB";"3,2"
"VU";"3,9"
"FM";"48,9"
"GU";"110,5"
"KI";"40,8"
"MH";"72,2"
"FM";"45,7"
"NR";"147,7"
"MP";"15,2"
"PW";"16,2"
"AS";"94,7"
"CK";"62,8"
"PF";"16,5"
"NU";"18,0"
"WS";"29,0"
"TK";"156,6"
"TO";"65,6"
"TV";"172,2"
"WF";"50,0"
"BI";"397,2"
"KM";"417,8"
"DJ";"40,0"
"ER";"48,0"
"ET";"99,9"
"KE";"83,0"
"MG";"41,7"
"MW";"186,4"
"MU";"620,4"
"YT";"640,1"
"MZ";"35,6"
"RE";"345,4"
"RW";"471,4"
"SC";"203,8"
"SO";"22,2"
"SS";"19,5"
"UG";"200,9"
"TZ";"60,8"
"ZM";"21,7"
"ZW";"40,8"
"AO";"22,4"
"CM";"48,3"
"CF";"7,3"
"TD";"11,1"
"CG";"14,6"
"CD";"33,6"
"GQ";"41,9"
"GA";"7,5"
"ST";"203,7"
"DZ";"16,7"
"EG";"94,2"
"LY";"3,5"
"MA";"78,0"
"SD";"21,9"
"TN";"72,6"
"EH";"2,0"
"BW";"3,9"
"LS";"71,6"
"NA";"3,0"
"ZA";"45,6"
"SZ";"76,7"
"BJ";"93,8"
"BF";"66,2"
"CV";"132,2"
"CI";"72,7"
"GM";"195,4"
"GH";"121,2"
"GN";"49,2"
"GW";"63,0"
"LR";"46,7"
"ML";"14,3"
"MR";"4,1"
"NE";"15,7"
"NG";"198,9"
"SH";"10,3"
"SN";"77,8"
"SL";"100,3"
"TG";"136,4"
"CN";"148,8"
"HK";"6.900,7"
"MO";"20.098,4"
"TW";"663,3"
"KP";"209,7"
"JP";"351,0"
"MN";"1,9"
"KR";"520,4"
"KZ";"6,6"
"KG";"30,6"
"TJ";"61,1"
"TM";"11,8"
"UZ";"72,8"
"AF";"51,7"
"BD";"1.238,4"
"BT";"20,7"
"IN";"440,3"
"IR";"48,7"
"MV";"1.394,7"
"NP";"199,9"
"PK";"245,7"
"LK";"330,3"
"BN";"79,2"
"KH";"87,9"
"ID";"142,5"
"LA";"28,9"
"MY";"93,5"
"MM";"80,2"
"PH";"341,1"
"SG";"7.907,5"
"TH";"134,4"
"TL";"83,5"
"VN";"301,8"
"AM";"102,5"
"AZ";"116,4"
"BH";"1.805,1"
"CY";"125,7"
"GE";"56,9"
"IQ";"83,2"
"IL";"372,7"
"JO";"103,2"
"KW";"220,9"
"LB";"572,0"
"OM";"13,6"
"QA";"213,7"
"SA";"14,7"
"PS";"774,6"
"SY";"102,0"
"TR";"101,7"
"AE";"109,5"
"YE";"51,0"
"BY";"46,8"
"BG";"66,1"
"CZ";"137,3"
"HU";"108,1"
"PL";"125,0"
"MD";"123,8"
"RO";"86,4"
"RU";"8,8"
"SK";"113,1"
"UA";"77,1"
"DK";"134,1"
"EE";"31,0"
"FO";"35,1"
"FI";"18,0"
"IS";"3,3"
"IE";"68,2"
"IM";"145,9"
"LV";"32,0"
"LT";"46,8"
"NO";"14,2"
"SE";"23,8"
"GB";"270,3"
"AL";"106,7"
"AD";"166,0"
"BA";"69,3"
"HR";"75,7"
"GI";"3.422,8"
"GR";"87,0"
"VA";"1.825,0"
"IT";"202,3"
"MT";"1.336,3"
"ME";"46,7"
"PT";"113,8"
"SM";"549,3"
"RS";"101,2"
"SI";"103,0"
"ES";"93,0"
"MK";"82,5"
"AT";"105,3"
"BE";"372,8"
"FR";"117,7"
"DE";"234,4"
"LI";"233,8"
"LU";"218,8"
"MC";"25.709,4"
"NL";"502,3"
"CH";"210,5"
"AI";"162,3"
"AG";"227,1"
"AW";"579,7"
"BS";"38,7"
"BB";"661,0"
"VG";"200,8"
"KY";"249,9"
"CU";"107,7"
"CW";"355,9"
"DM";"97,6"
"DO";"217,9"
"GD";"314,2"
"GP";"266,5"
"HT";"388,7"
"JM";"265,2"
"MQ";"364,0"
"MS";"51,2"
"PR";"414,2"
"KN";"208,8"
"LC";"290,5"
"VC";"280,7"
"SX";"1.139,7"
"TT";"265,1"
"TC";"36,2"
"VI";"299,9"
"BZ";"15,8"
"CR";"94,2"
"SV";"304,7"
"GT";"151,7"
"HN";"80,1"
"MX";"64,8"
"NI";"50,5"
"PA";"53,4"
"AR";"15,9"
"BO";"9,9"
"BR";"24,6"
"CL";"23,9"
"CO";"43,5"
"EC";"65,0"
"FK";"0,2"
"GF";"3,3"
"GY";"3,9"
"PY";"16,7"
"PE";"24,5"
"SR";"3,6"
"UY";"19,6"
"VE";"35,3"
"BM";"1.240,1"
"CA";"4,0"
"GL";"0,1"
"PM";"27,4"
"US";"35,0"
"AU";"3,1"
"NZ";"17,5"
"FJ";"48,8"
"NC";"14,7"
"PG";"17,5"
"SB";"21,0"
"VU";"21,7"
"FM";"163,7"
"GU";"299,6"
"KI";"138,8"
"MH";"294,4"
"FM";"149,2"
"NR";"563,0"
"MP";"119,2"
"PW";"46,3"
"AS";"277,7"
"CK";"72,7"
"PF";"75,9"
"NU";"6,3"
"WS";"68,5"
"TK";"125,2"
"TO";"147,7"
"TV";"366,7"
"WF";"86,2"
"BI";"397,2"
"KM";"417,8"
"DJ";"40,0"
"ER";"48,0"
"ET";"99,9"
"KE";"83,0"
"MG";"41,7"
"MW";"186,4"
"MU";"620,4"
"YT";"640,1"
"MZ";"35,6"
"RE";"345,4"
"RW";"471,4"
"SC";"203,8"
"SO";"22,2"
"SS";"19,5"
"UG";"200,9"
"TZ";"60,8"
"ZM";"21,7"
"ZW";"40,8"
"AO";"22,4"
"CM";"48,3"
"CF";"7,3"
"TD";"11,1"
"CG";"14,6"
"CD";"33,6"
"GQ";"41,9"
"GA";"7,5"
"ST";"203,7"
"DZ";"16,7"
"EG";"94,2"
"LY";"3,5"
"MA";"78,0"
"SD";"21,9"
"TN";"72,6"
"EH";"2,0"
"BW";"3,9"
"LS";"71,6"
"NA";"3,0"
"ZA";"45,6"
"SZ";"76,7"
"BJ";"93,8"
"BF";"66,2"
"CV";"132,2"
"CI";"72,7"
"GM";"195,4"
"GH";"121,2"
"GN";"49,2"
"GW";"63,0"
"LR";"46,7"
"ML";"14,3"
"MR";"4,1"
"NE";"15,7"
"NG";"198,9"
"SH";"10,3"
"SN";"77,8"
"SL";"100,3"
"TG";"136,4"
"CN";"148,8"
"HK";"6.900,7"
"MO";"20.098,4"
"TW";"663,3"
"KP";"209,7"
"JP";"351,0"
"MN";"1,9"
"KR";"520,4"
"KZ";"6,6"
"KG";"30,6"
"TJ";"61,1"
"TM";"11,8"
"UZ";"72,8"
"AF";"51,7"
"BD";"1.238,4"
"BT";"20,7"
"IN";"440,3"
"IR";"48,7"
"MV";"1.394,7"
"NP";"199,9"
"PK";"245,7"
"LK";"330,3"
"BN";"79,2"
"KH";"87,9"
"ID";"142,5"
"LA";"28,9"
"MY";"93,5"
"MM";"80,2"
"PH";"341,1"
"SG";"7.907,5"
"TH";"134,4"
"TL";"83,5"
"VN";"301,8"
"AM";"102,5"
"AZ";"116,4"
"BH";"1.805,1"
"CY";"125,7"
"GE";"56,9"
"IQ";"83,2"
"IL";"372,7"
"JO";"103,2"
"KW";"220,9"
"LB";"572,0"
"OM";"13,6"
"QA";"213,7"
"SA";"14,7"
"PS";"774,6"
"SY";"102,0"
"TR";"101,7"
"AE";"109,5"
"YE";"51,0"
"BY";"46,8"
"BG";"66,1"
"CZ";"137,3"
"HU";"108,1"
"PL";"125,0"
"MD";"123,8"
"RO";"86,4"
"RU";"8,8"
"SK";"113,1"
"UA";"77,1"
"DK";"134,1"
"EE";"31,0"
"FO";"35,1"
"FI";"18,0"
"IS";"3,3"
"IE";"68,2"
"IM";"145,9"
"LV";"32,0"
"LT";"46,8"
"NO";"14,2"
"SE";"23,8"
"GB";"270,3"
"AL";"106,7"
"AD";"166,0"
"BA";"69,3"
"HR";"75,7"
"GI";"3.422,8"
"GR";"87,0"
"VA";"1.825,0"
"IT";"202,3"
"MT";"1.336,3"
"ME";"46,7"
"PT";"113,8"
"SM";"549,3"
"RS";"101,2"
"SI";"103,0"
"ES";"93,0"
"MK";"82,5"
"AT";"105,3"
"BE";"372,8"
"FR";"117,7"
"DE";"234,4"
"LI";"233,8"
"LU";"218,8"
"MC";"25.709,4"
"NL";"502,3"
"CH";"210,5"
"AI";"162,3"
"AG";"227,1"
"AW";"579,7"
"BS";"38,7"
"BB";"661,0"
"VG";"200,8"
"KY";"249,9"
"CU";"107,7"
"CW";"355,9"
"DM";"97,6"
"DO";"217,9"
"GD";"314,2"
"GP";"266,5"
"HT";"388,7"
"JM";"265,2"
"MQ";"364,0"
"MS";"51,2"
"PR";"414,2"
"KN";"208,8"
"LC";"290,5"
"VC";"280,7"
"SX";"1.139,7"
"TT";"265,1"
"TC";"36,2"
"VI";"299,9"
"BZ";"15,8"
"CR";"94,2"
"SV";"304,7"
"GT";"151,7"
"HN";"80,1"
"MX";"64,8"
"NI";"50,5"
"PA";"53,4"
"AR";"15,9"
"BO";"9,9"
"BR";"24,6"
"CL";"23,9"
"CO";"43,5"
"EC";"65,0"
"FK";"0,2"
"GF";"3,3"
"GY";"3,9"
"PY";"16,7"
"PE";"24,5"
"SR";"3,6"
"UY";"19,6"
"VE";"35,3"
"BM";"1.240,1"
"CA";"4,0"
"GL";"0,1"
"PM";"27,4"
"US";"35,0"
"AU";"3,1"
"NZ";"17,5"
"FJ";"48,8"
"NC";"14,7"
"PG";"17,5"
"SB";"21,0"
"VU";"21,7"
"FM";"163,7"
"GU";"299,6"
"KI";"138,8"
"MH";"294,4"
"FM";"149,2"
"NR";"563,0"
"MP";"119,2"
"PW";"46,3"
"AS";"277,7"
"CK";"72,7"
"PF";"75,9"
"NU";"6,3"
"WS";"68,5"
"TK";"125,2"
"TO";"147,7"
"TV";"366,7"
"WF";"86,2"
"BI";"397,2"
"KM";"417,8"
"DJ";"40,0"
"ER";"48,0"
"ET";"99,9"
"KE";"83,0"
"MG";"41,7"
"MW";"186,4"
"MU";"620,4"
"YT";"640,1"
"MZ";"35,6"
"RE";"345,4"
"RW";"471,4"
"SC";"203,8"
"SO";"22,2"
"SS";"19,5"
"UG";"200,9"
"TZ";"60,8"
"ZM";"21,7"
"ZW";"40,8"
"AO";"22,4"
"CM";"48,3"
"CF";"7,3"
"TD";"11,1"
"CG";"14,6"
"CD";"33,6"
"GQ";"41,9"
"GA";"7,5"
"ST";"203,7"
"DZ";"16,7"
"EG";"94,2"
"LY";"3,5"
"MA";"78,0"
"SD";"21,9"
"TN";"72,6"
"EH";"2,0"
"BW";"3,9"
"LS";"71,6"
"NA";"3,0"
"ZA";"45,6"
"SZ";"76,7"
"BJ";"93,8"
"BF";"66,2"
"CV";"132,2"
"CI";"72,7"
"GM";"195,4"
"GH";"121,2"
"GN";"49,2"
"GW";"63,0"
"LR";"46,7"
"ML";"14,3"
"MR";"4,1"
"NE";"15,7"
"NG";"198,9"
"SH";"10,3"
"SN";"77,8"
"SL";"100,3"
"TG";"136,4"
"CN";"148,8"
"HK";"6.900,7"
"MO";"20.098,4"
"TW";"663,3"
"KP";"209,7"
"JP";"351,0"
"MN";"1,9"
"KR";"520,4"
"KZ";"6,6"
"KG";"30,6"
"TJ";"61,1"
"TM";"11,8"
"UZ";"72,8"
"AF";"51,7"
"BD";"1.238,4"
"BT";"20,7"
"IN";"440,3"
"IR";"48,7"
"MV";"1.394,7"
"NP";"199,9"
"PK";"245,7"
"LK";"330,3"
"BN";"79,2"
"KH";"87,9"
"ID";"142,5"
"LA";"28,9"
"MY";"93,5"
"MM";"80,2"
"PH";"341,1"
"SG";"7.907,5"
"TH";"134,4"
"TL";"83,5"
"VN";"301,8"
"AM";"102,5"
"AZ";"116,4"
"BH";"1.805,1"
"CY";"125,7"
"GE";"56,9"
"IQ";"83,2"
"IL";"372,7"
"JO";"103,2"
"KW";"220,9"
"LB";"572,0"
"OM";"13,6"
"QA";"213,7"
"SA";"14,7"
"PS";"774,6"
"SY";"102,0"
"TR";"101,7"
"AE";"109,5"
"YE";"51,0"
"BY";"46,8"
"BG";"66,1"
"CZ";"137,3"
"HU";"108,1"
"PL";"125,0"
"MD";"123,8"
"RO";"86,4"
"RU";"8,8"
"SK";"113,1"
"UA";"77,1"
"DK";"134,1"
"EE";"31,0"
"FO";"35,1"
"FI";"18,0"
"IS";"3,3"
"IE";"68,2"
"IM";"145,9"
"LV";"32,0"
"LT";"46,8"
"NO";"14,2"
"SE";"23,8"
"GB";"270,3"
"AL";"106,7"
"AD";"166,0"
"BA";"69,3"
"HR";"75,7"
"GI";"3.422,8"
"GR";"87,0"
"VA";"1.825,0"
"IT";"202,3"
"MT";"1.336,3"
"ME";"46,7"
"PT";"113,8"
"SM";"549,3"
"RS";"101,2"
"SI";"103,0"
"ES";"93,0"
"MK";"82,5"
"AT";"105,3"
"BE";"372,8"
"FR";"117,7"
"DE";"234,4"
"LI";"233,8"
"LU";"218,8"
"MC";"25.709,4"
"NL";"502,3"
"CH";"210,5"
"AI";"162,3"
"AG";"227,1"
"AW";"579,7"
"BS";"38,7"
"BB";"661,0"
"VG";"200,8"
"KY";"249,9"
"CU";"107,7"
"CW";"355,9"
"DM";"97,6"
"DO";"217,9"
"GD";"314,2"
"GP";"266,5"
"HT";"388,7"
"JM";"265,2"
"MQ";"364,0"
"MS";"51,2"
"PR";"414,2"
"KN";"208,8"
"LC";"290,5"
"VC";"280,7"
"SX";"1.139,7"
"TT";"265,1"
"TC";"36,2"
"VI";"299,9"
"BZ";"15,8"
"CR";"94,2"
"SV";"304,7"
"GT";"151,7"
"HN";"80,1"
"MX";"64,8"
"NI";"50,5"
"PA";"53,4"
"AR";"15,9"
"BO";"9,9"
"BR";"24,6"
"CL";"23,9"
"CO";"43,5"
"EC";"65,0"
"FK";"0,2"
"GF";"3,3"
"GY";"3,9"
"PY";"16,7"
"PE";"24,5"
"SR";"3,6"
"UY";"19,6"
"VE";"35,3"
"BM";"1.240,1"
"CA";"4,0"
"GL";"0,1"
"PM";"27,4"
"US";"35,0"
"AU";"3,1"
"NZ";"17,5"
"FJ";"48,8"
"NC";"14,7"
"PG";"17,5"
"SB";"21,0"
"VU";"21,7"
"FM";"163,7"
"GU";"299,6"
"KI";"138,8"
"MH";"294,4"
"FM";"149,2"
"NR";"563,0"
"MP";"119,2"
"PW";"46,3"
"AS";"277,7"
"CK";"72,7"
"PF";"75,9"
"NU";"6,3"
"WS";"68,5"
"TK";"125,2"
"TO";"147,7"
"TV";"366,7"
"WF";"86,2"
"BI";"397,2"
"KM";"417,8"
"DJ";"40,0"
"ER";"48,0"
"ET";"99,9"
"KE";"83,0"
"MG";"41,7"
"MW";"186,4"
"MU";"620,4"
"YT";"640,1"
"MZ";"35,6"
"RE";"345,4"
"RW";"471,4"
"SC";"203,8"
"SO";"22,2"
"SS";"19,5"
"UG";"200,9"
"TZ";"60,8"
"ZM";"21,7"
"ZW";"40,8"
"AO";"22,4"
"CM";"48,3"
"CF";"7,3"
"TD";"11,1"
"CG";"14,6"
"CD";"33,6"
"GQ";"41,9"
"GA";"7,5"
"ST";"203,7"
"DZ";"16,7"
"EG";"94,2"
"LY";"3,5"
"MA";"78,0"
"SD";"21,9"
"TN";"72,6"
"EH";"2,0"
"BW";"3,9"
"LS";"71,6"
"NA";"3,0"
"ZA";"45,6"
"SZ";"76,7"
"BJ";"93,8"
"BF";"66,2"
"CV";"132,2"
"CI";"72,7"
"GM";"195,4"
"GH";"121,2"
"GN";"49,2"
"GW";"63,0"
"LR";"46,7"
"ML";"14,3"
"MR";"4,1"
"NE";"15,7"
"NG";"198,9"
"SH";"10,3"
"SN";"77,8"
"SL";"100,3"
"TG";"136,4"
"CN";"148,8"
"HK";"6.900,7"
"MO";"20.098,4"
"TW";"663,3"
"KP";"209,7"
"JP";"351,0"
"MN";"1,9"
"KR";"520,4"
"KZ";"6,6"
"KG";"30,6"
"TJ";"61,1"
"TM";"11,8"
"UZ";"72,8"
"AF";"51,7"
"BD";"1.238,4"
"BT";"20,7"
"IN";"440,3"
"IR";"48,7"
"MV";"1.394,7"
"NP";"199,9"
"PK";"245,7"
"LK";"330,3"
"BN";"79,2"
"KH";"87,9"
"ID";"142,5"
"LA";"28,9"
"MY";"93,5"
"MM";"80,2"
"PH";"341,1"
"SG";"7.907,5"
"TH";"134,4"
"TL";"83,5"
"VN";"301,8"
"AM";"102,5"
"AZ";"116,4"
"BH";"1.805,1"
"CY";"125,7"
"GE";"56,9"
"IQ";"83,2"
"IL";"372,7"
"JO";"103,2"
"KW";"220,9"
"LB";"572,0"
"OM";"13,6"
"QA";"213,7"
"SA";"14,7"
"PS";"774,6"
"SY";"102,0"
"TR";"101,7"
"AE";"109,5"
"YE";"51,0"
"BY";"46,8"
"BG";"66,1"
"CZ";"137,3"
"HU";"108,1"
"PL";"125,0"
"MD";"123,8"
"RO";"86,4"
"RU";"8,8"
"SK";"113,1"
"UA";"77,1"
"DK";"134,1"
"EE";"31,0"
"FO";"35,1"
"FI";"18,0"
"IS";"3,3"
"IE";"68,2"
"IM";"145,9"
"LV";"32,0"
"LT";"46,8"
"NO";"14,2"
"SE";"23,8"
"GB";"270,3"
"AL";"106,7"
"AD";"166,0"
"BA";"69,3"
"HR";"75,7"
"GI";"3.422,8"
"GR";"87,0"
"VA";"1.825,0"
"IT";"202,3"
"MT";"1.336,3"
"ME";"46,7"
"PT";"113,8"
"SM";"549,3"
"RS";"101,2"
"SI";"103,0"
"ES";"93,0"
"MK";"82,5"
"AT";"105,3"
"BE";"372,8"
"FR";"117,7"
"DE";"234,4"
"LI";"233,8"
"LU";"218,8"
"MC";"25.709,4"
"NL";"502,3"
"CH";"210,5"
"AI";"162,3"
"AG";"227,1"
"AW";"579,7"
"BS";"38,7"
"BB";"661,0"
"VG";"200,8"
"KY";"249,9"
"CU";"107,7"
"CW";"355,9"
"DM";"97,6"
"DO";"217,9"
"GD";"314,2"
"GP";"266,5"
"HT";"388,7"
"JM";"265,2"
"MQ";"364,0"
"MS";"51,2"
"PR";"414,2"
"KN";"208,8"
"LC";"290,5"
"VC";"280,7"
"SX";"1.139,7"
"TT";"265,1"
"TC";"36,2"
"VI";"299,9"
"BZ";"15,8"
"CR";"94,2"
"SV";"304,7"
"GT";"151,7"
"HN";"80,1"
"MX";"64,8"
"NI";"50,5"
"PA";"53,4"
"AR";"15,9"
"BO";"9,9"
"BR";"24,6"
"CL";"23,9"
"CO";"43,5"
"EC";"65,0"
"FK";"0,2"
"GF";"3,3"
"GY";"3,9"
"PY";"16,7"
"PE";"24,5"
"SR";"3,6"
"UY";"19,6"
"VE";"35,3"
"BM";"1.240,1"
"CA";"4,0"
"GL";"0,1"
"PM";"27,4"
"US";"35,0"
"AU";"3,1"
"NZ";"17,5"
"FJ";"48,8"
"NC";"14,7"
"PG";"17,5"
"SB";"21,0"
"VU";"21,7"
"FM";"163,7"
"GU";"299,6"
"KI";"138,8"
"MH";"294,4"
"FM";"149,2"
"NR";"563,0"
"MP";"119,2"
"PW";"46,3"
"AS";"277,7"
"CK";"72,7"
"PF";"75,9"
"NU";"6,3"
"WS";"68,5"
"TK";"125,2"
"TO";"147,7"
"TV";"366,7"
"WF";"86,2"
"BI";"397,2"
"KM";"417,8"
"DJ";"40,0"
"ER";"48,0"
"ET";"99,9"
"KE";"83,0"
"MG";"41,7"
"MW";"186,4"
"MU";"620,4"
"YT";"640,1"
"MZ";"35,6"
"RE";"345,4"
"RW";"471,4"
"SC";"203,8"
"SO";"22,2"
"SS";"19,5"
"UG";"200,9"
"TZ";"60,8"
"ZM";"21,7"
"ZW";"40,8"
"AO";"22,4"
"CM";"48,3"
"CF";"7,3"
"TD";"11,1"
"CG";"14,6"
"CD";"33,6"
"GQ";"41,9"
"GA";"7,5"
"ST";"203,7"
"DZ";"16,7"
"EG";"94,2"
"LY";"3,5"
"MA";"78,0"
"SD";"21,9"
"TN";"72,6"
"EH";"2,0"
"BW";"3,9"
"LS";"71,6"
"NA";"3,0"
"ZA";"45,6"
"SZ";"76,7"
"BJ";"93,8"
"BF";"66,2"
"CV";"132,2"
"CI";"72,7"
"GM";"195,4"
"GH";"121,2"
"GN";"49,2"
"GW";"63,0"
"LR";"46,7"
"ML";"14,3"
"MR";"4,1"
"NE";"15,7"
"NG";"198,9"
"SH";"10,3"
"SN";"77,8"
"SL";"100,3"
"TG";"136,4"
"CN";"148,8"
"HK";"6.900,7"
"MO";"20.098,4"
"TW";"663,3"
"KP";"209,7"
"JP";"351,0"
"MN";"1,9"
"KR";"520,4"
"KZ";"6,6"
"KG";"30,6"
"TJ";"61,1"
"TM";"11,8"
"UZ";"72,8"
"AF";"51,7"
"BD";"1.238,4"
"BT";"20,7"
"IN";"440,3"
"IR";"48,7"
"MV";"1.394,7"
"NP";"199,9"
"PK";"245,7"
"LK";"330,3"
"BN";"79,2"
"KH";"87,9"
"ID";"142,5"
"LA";"28,9"
"MY";"93,5"
"MM";"80,2"
"PH";"341,1"
"SG";"7.907,5"
"TH";"134,4"
"TL";"83,5"
"VN";"301,8"
"AM";"102,5"
"AZ";"116,4"
"BH";"1.805,1"
"CY";"125,7"
"GE";"56,9"
"IQ";"83,2"
"IL";"372,7"
"JO";"103,2"
"KW";"220,9"
"LB";"572,0"
"OM";"13,6"
"QA";"213,7"
"SA";"14,7"
"PS";"774,6"
"SY";"102,0"
"TR";"101,7"
"AE";"109,5"
"YE";"51,0"
"BY";"46,8"
"BG";"66,1"
"CZ";"137,3"
"HU";"108,1"
"PL";"125,0"
"MD";"123,8"
"RO";"86,4"
"RU";"8,8"
"SK";"113,1"
"UA";"77,1"
"DK";"134,1"
"EE";"31,0"
"FO";"35,1"
"FI";"18,0"
"IS";"3,3"
"IE";"68,2"
"IM";"145,9"
"LV";"32,0"
"LT";"46,8"
"NO";"14,2"
"SE";"23,8"
"GB";"270,3"
"AL";"106,7"
"AD";"166,0"
"BA";"69,3"
"HR";"75,7"
"GI";"3.422,8"
"GR";"87,0"
"VA";"1.825,0"
"IT";"202,3"
"MT";"1.336,3"
"ME";"46,7"
"PT";"113,8"
"SM";"549,3"
"RS";"101,2"
"SI";"103,0"
"ES";"93,0"
"MK";"82,5"
"AT";"105,3"
"BE";"372,8"
"FR";"117,7"
"DE";"234,4"
"LI";"233,8"
"LU";"218,8"
"MC";"25.709,4"
"NL";"502,3"
"CH";"210,5"
"AI";"162,3"
"AG";"227,1"
"AW";"579,7"
"BS";"38,7"
"BB";"661,0"
"VG";"200,8"
"KY";"249,9"
"CU";"107,7"
"CW";"355,9"
"DM";"97,6"
"DO";"217,9"
"GD";"314,2"
"GP";"266,5"
"HT";"388,7"
"JM";"265,2"
"MQ";"364,0"
"MS";"51,2"
"PR";"414,2"
"KN";"208,8"
"LC";"290,5"
"VC";"280,7"
"SX";"1.139,7"
"TT";"265,1"
"TC";"36,2"
"VI";"299,9"
"BZ";"15,8"
"CR";"94,2"
"SV";"304,7"
"GT";"151,7"
"HN";"80,1"
"MX";"64,8"
"NI";"50,5"
"PA";"53,4"
"AR";"15,9"
"BO";"9,9"
"BR";"24,6"
"CL";"23,9"
"CO";"43,5"
"EC";"65,0"
"FK";"0,2"
"GF";"3,3"
"GY";"3,9"
"PY";"16,7"
"PE";"24,5"
"SR";"3,6"
"UY";"19,6"
"VE";"35,3"
"BM";"1.240,1"
"CA";"4,0"
"GL";"0,1"
"PM";"27,4"
"US";"35,0"
"AU";"3,1"
"NZ";"17,5"
"FJ";"48,8"
"NC";"14,7"
"PG";"17,5"
"SB";"21,0"
