;indicadoressociais_12
"AW";"99999999999998"
"AF";"27.0"
"AO";"48.6"
"AL";"10.3"
"AD";"99999999999998"
"AE";"5.6"
"AR";"4.2"
"AM";"5.4"
"AS";"99999999999998"
"AG";"99999999999998"
"AU";"2.5"
"AT";"2.5"
"AZ";"2.8"
"BI";"99999999999998"
"BE";"2.5"
"BJ";"13.3"
"BF";"23.6"
"BD";"16.3"
"BG";"6.1"
"BH";"99999999999998"
"BS";"99999999999998"
"BA";"2.8"
"BY";"2.5"
"BZ";"5.3"
"BM";"99999999999998"
"BO";"28.0"
"BR";"3.2"
"BB";"5.3"
"BN";"2.7"
"BT";"99999999999998"
"BW";"32.4"
"CF";"35.6"
"CA";"2.5"
"CH";"2.5"
"CL";"3.9"
"CN";"14.1"
"CI";"20.5"
"CM";"16.2"
"CD";"99999999999998"
"CG";"42.2"
"CO";"9.3"
"KM";"99999999999998"
"CV";"14.0"
"CR";"5.0"
"CU";"2.5"
"CW";"99999999999998"
"KY";"99999999999998"
"CY";"5.1"
"CZ";"2.5"
"DE";"2.5"
"DJ";"25.6"
"DM";"5.1"
"DK";"2.5"
"DO";"20.9"
"DZ";"8.0"
"EC";"15.6"
"EG";"4.8"
"ER";"99999999999998"
"ES";"2.5"
"EE";"3.2"
"ET";"37.2"
"FI";"2.5"
"FJ";"4.3"
"FR";"2.5"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"11.2"
"GB";"2.5"
"GE";"6.8"
"GH";"7.3"
"GI";"99999999999998"
"GN";"19.3"
"GM";"12.9"
"GW";"23.7"
"GQ";"99999999999998"
"GR";"2.5"
"GD";"99999999999998"
"GL";"99999999999998"
"GT";"15.7"
"GU";"99999999999998"
"GY";"10.6"
"HK";"2.5"
"HN";"15.7"
"HR";"2.5"
"HT";"54.5"
"HU";"2.5"
"ID";"17.8"
"IM";"99999999999998"
"IN";"19.2"
"IE";"2.5"
"IR";"6.5"
"IQ";"30.0"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"7.7"
"JO";"7.1"
"JP";"2.5"
"KZ";"4.3"
"KE";"25.6"
"KG";"10.2"
"KH";"18.8"
"KI";"4.6"
"KN";"99999999999998"
"KR";"2.5"
"KW";"2.5"
"LA";"24.7"
"LB";"3.4"
"LR";"38.2"
"LY";"99999999999998"
"LC";"99999999999998"
"LI";"99999999999998"
"LK";"16.5"
"LS";"12.0"
"LT";"2.5"
"LU";"2.5"
"LV";"2.5"
"MO";"13.8"
"MF";"99999999999998"
"MA";"5.5"
"MC";"99999999999998"
"MD";"99999999999998"
"MG";"32.4"
"MV";"17.0"
"MX";"4.7"
"MH";"99999999999998"
"MK";"4.5"
"ML";"8.6"
"MT";"2.5"
"MM";"24.9"
"ME";"2.5"
"MN";"26.6"
"MP";"99999999999998"
"MZ";"35.0"
"MR";"10.2"
"MU";"5.0"
"MW";"23.2"
"MY";"4.2"
"NA";"29.5"
"NC";"8.2"
"NE";"13.5"
"NG";"6.0"
"NI";"22.6"
"NL";"2.5"
"NO";"2.5"
"NP";"14.0"
"NR";"99999999999998"
"NZ";"2.5"
"OM";"8.3"
"PK";"21.7"
"PA";"18.3"
"PE";"15.7"
"PH";"14.1"
"PW";"99999999999998"
"PG";"99999999999998"
"PL";"2.5"
"PR";"99999999999998"
"KP";"39.3"
"PT";"2.5"
"PY";"12.6"
"PS";"99999999999998"
"PF";"4.0"
"QA";"99999999999998"
"RO";"2.5"
"RU";"2.5"
"RW";"42.0"
"SA";"7.7"
"SD";"99999999999998"
"SN";"16.9"
"SG";"99999999999998"
"SB";"11.2"
"SL";"32.2"
"SV";"11.0"
"SM";"99999999999998"
"SO";"99999999999998"
"RS";"6.0"
"SS";"99999999999998"
"ST";"10.1"
"SR";"9.7"
"SK";"5.9"
"SI";"2.5"
"SE";"2.5"
"SZ";"21.2"
"SX";"99999999999998"
"SC";"99999999999998"
"SY";"99999999999998"
"TC";"99999999999998"
"TD";"40.3"
"TG";"23.9"
"TH";"10.3"
"TJ";"99999999999998"
"TM";"4.4"
"TL";"31.5"
"TO";"99999999999998"
"TT";"10.7"
"TN";"5.4"
"TR";"2.5"
"TV";"99999999999998"
"TZ";"33.2"
"UG";"28.1"
"UA";"2.5"
"UY";"3.5"
"US";"2.5"
"UZ";"11.1"
"VC";"7.8"
"VE";"6.0"
"VG";"99999999999998"
"VI";"99999999999998"
"VN";"16.7"
"VU";"6.1"
"WS";"3.6"
"YE";"27.6"
"ZA";"4.6"
"ZM";"53.5"
"ZW";"42.6"
