;indicadoressociais_12
"AW";"99999999999998"
"AF";"25.5"
"AO";"30.8"
"AL";"5.7"
"AD";"99999999999998"
"AE";"4.5"
"AR";"3.5"
"AM";"4.6"
"AS";"99999999999998"
"AG";"99999999999998"
"AU";"2.5"
"AT";"2.5"
"AZ";"2.5"
"BI";"99999999999998"
"BE";"2.5"
"BJ";"10.2"
"BF";"20.2"
"BD";"16.8"
"BG";"4.4"
"BH";"99999999999998"
"BS";"99999999999998"
"BA";"2.5"
"BY";"2.5"
"BZ";"6.6"
"BM";"99999999999998"
"BO";"21.4"
"BR";"2.5"
"BB";"4.4"
"BN";"2.7"
"BT";"99999999999998"
"BW";"24.9"
"CF";"46.9"
"CA";"2.5"
"CH";"2.5"
"CL";"3.7"
"CN";"9.7"
"CI";"21.4"
"CM";"7.4"
"CD";"99999999999998"
"CG";"38.7"
"CO";"8.9"
"KM";"99999999999998"
"CV";"14.0"
"CR";"5.5"
"CU";"2.5"
"CW";"99999999999998"
"KY";"99999999999998"
"CY";"4.4"
"CZ";"2.5"
"DE";"2.5"
"DJ";"19.3"
"DM";"6.0"
"DK";"2.5"
"DO";"12.7"
"DZ";"4.7"
"EC";"8.2"
"EG";"4.4"
"ER";"99999999999998"
"ES";"2.5"
"EE";"2.9"
"ET";"26.9"
"FI";"2.5"
"FJ";"4.4"
"FR";"2.5"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"9.0"
"GB";"2.5"
"GE";"7.6"
"GH";"6.3"
"GI";"99999999999998"
"GN";"16.8"
"GM";"9.7"
"GW";"24.1"
"GQ";"99999999999998"
"GR";"2.5"
"GD";"99999999999998"
"GL";"99999999999998"
"GT";"16.6"
"GU";"99999999999998"
"GY";"8.7"
"HK";"2.5"
"HN";"15.4"
"HR";"2.5"
"HT";"49.6"
"HU";"2.5"
"ID";"7.6"
"IM";"99999999999998"
"IN";"16.7"
"IE";"2.5"
"IR";"5.4"
"IQ";"27.4"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"9.3"
"JO";"10.7"
"JP";"2.5"
"KZ";"2.5"
"KE";"20.8"
"KG";"6.9"
"KH";"18.8"
"KI";"3.2"
"KN";"99999999999998"
"KR";"2.5"
"KW";"2.5"
"LA";"17.7"
"LB";"9.3"
"LR";"37.6"
"LY";"99999999999998"
"LC";"99999999999998"
"LI";"99999999999998"
"LK";"11.6"
"LS";"13.3"
"LT";"2.5"
"LU";"2.5"
"LV";"2.5"
"MO";"12.2"
"MF";"99999999999998"
"MA";"4.2"
"MC";"99999999999998"
"MD";"99999999999998"
"MG";"35.5"
"MV";"11.1"
"MX";"4.4"
"MH";"99999999999998"
"MK";"4.5"
"ML";"6.1"
"MT";"2.5"
"MM";"12.6"
"ME";"2.5"
"MN";"18.1"
"MP";"99999999999998"
"MZ";"29.1"
"MR";"7.1"
"MU";"5.5"
"MW";"22.1"
"MY";"3.2"
"NA";"30.5"
"NC";"7.6"
"NE";"10.3"
"NG";"7.1"
"NI";"17.8"
"NL";"2.5"
"NO";"2.5"
"NP";"9.3"
"NR";"99999999999998"
"NZ";"2.5"
"OM";"5.1"
"PK";"21.1"
"PA";"9.7"
"PE";"9.3"
"PH";"14.2"
"PW";"99999999999998"
"PG";"99999999999998"
"PL";"2.5"
"PR";"99999999999998"
"KP";"41.7"
"PT";"2.5"
"PY";"12.3"
"PS";"99999999999998"
"PF";"4.2"
"QA";"99999999999998"
"RO";"2.5"
"RU";"2.5"
"RW";"31.6"
"SA";"5.5"
"SD";"25.2"
"SN";"12.4"
"SG";"99999999999998"
"SB";"13.0"
"SL";"24.7"
"SV";"11.8"
"SM";"99999999999998"
"SO";"99999999999998"
"RS";"6.0"
"SS";"99999999999998"
"ST";"12.9"
"SR";"8.1"
"SK";"3.7"
"SI";"2.5"
"SE";"2.5"
"SZ";"21.5"
"SX";"99999999999998"
"SC";"99999999999998"
"SY";"99999999999998"
"TC";"99999999999998"
"TD";"37.1"
"TG";"18.1"
"TH";"9.0"
"TJ";"99999999999998"
"TM";"4.8"
"TL";"26.6"
"TO";"99999999999998"
"TT";"6.6"
"TN";"4.5"
"TR";"2.5"
"TV";"99999999999998"
"TZ";"32.6"
"UG";"33.7"
"UA";"2.5"
"UY";"2.5"
"US";"2.5"
"UZ";"7.4"
"VC";"6.0"
"VE";"6.1"
"VG";"99999999999998"
"VI";"99999999999998"
"VN";"12.1"
"VU";"6.5"
"WS";"3.1"
"YE";"27.7"
"ZA";"4.8"
"ZM";"46.1"
"ZW";"44.4"
