,indicadoressociais_13
"DZ","3211"
"EG","3539"
"LY","3253"
"MA","3337"
"SD",""
"TN","3359"
"BI",""
"KM","2347"
"DJ","2506"
"ER",""
"ET","2103"
"KE","2174"
"MG","2070"
"MW","2337"
"MU","3074"
"MZ","2267"
"RW","2228"
"SC","2357"
"SO","1788"
"SS",""
"UG","2179"
"TZ","2164"
"ZM","1912"
"ZW","2035"
"AO","1982"
"CM","2569"
"CF","2145"
"TD","2082"
"CG","2025"
"CD",""
"GQ",""
"GA","2767"
"ST","2345"
"BW","2284"
"LS","2556"
"NA","2097"
"ZA","3003"
"BJ","2588"
"BF","2684"
"CV","2560"
"CI","2568"
"GM","2672"
"GH","3040"
"GN","2552"
"GW","2338"
"LR","2217"
"ML","2835"
"MR","2826"
"NE","2545"
"NG","2692"
"SN","2435"
"SL","2329"
"TG","2389"
"KZ","3179"
"KG","2779"
"TJ","2105"
"TM","2853"
"UZ","2691"
"CN","3075"
"TW","2958"
"HK","3265"
"MO","2877"
"KP","2098"
"JP","2712"
"MN","2458"
"KR","3320"
"BN","2935"
"KH","2425"
"ID","2712"
"LA","2374"
"MY","2889"
"MM","2532"
"PH","2579"
"SG",""
"TH","2767"
"TL","2113"
"VN","2702"
"AF","2104"
"BD","2434"
"BT",""
"IN","2393"
"IR","3070"
"MV","2727"
"NP","2610"
"PK","2431"
"LK","2489"
"AM","2813"
"AZ","3023"
"BH",""
"CY","2765"
"GE","2830"
"IQ","2509"
"IL","3562"
"JO","2777"
"KW","3457"
"LB","3041"
"OM","3085"
"QA",""
"SA","3167"
"PS",""
"SY","3077"
"TR","3672"
"AE","3201"
"YE","2212"
"AG","2326"
"BS","2613"
"BB","2904"
"CU","3264"
"DM","2965"
"DO","2556"
"GD","2432"
"HT","2116"
"JM","2761"
"PR",""
"KN","2478"
"LC","2586"
"VC","2926"
"TT","2912"
"BZ","2778"
"CR","2860"
"SV","2537"
"GT","2444"
"HN","2617"
"MX","3039"
"NI","2539"
"PA","2643"
"AR","3171"
"BO","2211"
"BR","3255"
"CL","2943"
"CO","2705"
"EC","2575"
"GY","2669"
"PY","2593"
"PE","2644"
"SR","2744"
"UY","3004"
"VE","2766"
"AU","3236"
"NZ","3134"
"FJ","2923"
"NC","2836"
"PG","2286"
"SB","2464"
"VU","2838"
"FM",""
"KI","3015"
"MH",""
"NR",""
"PW",""
"AS",""
"CK",""
"PF","2932"
"NU",""
"WS","2919"
"TK",""
"TO",""
"TV",""
"BM","2658"
"CA","3469"
"GL",""
"US","3662"
"BY","3332"
"BG","2769"
"CZ","3257"
"HU","3045"
"PL","3433"
"MD","2698"
"RO","3335"
"RU","3333"
"SK","2931"
"UA","3159"
"DK","3359"
"EE","3277"
"FI","3303"
"IS","3362"
"IE","3596"
"LV","3131"
"LT","3377"
"NO","3491"
"SE","3159"
"GB","3408"
"AL","3131"
"AD",""
"BA","3095"
"HR","2988"
"GR","3424"
"IT","3578"
"MT","3381"
"ME","3439"
"PT","3483"
"RS","2725"
"SI","3167"
"ES","3183"
"MK","2932"
"AT","3733"
"BE","3714"
"FR","3503"
"DE","3514"
"LU","3533"
"NL","3215"
"CH","3440"
